profile_id,portfolio_id,rank,match_score,reasoning
914,30,2,1.8555,"For Profile 914 in the 46-55 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 19-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
914,43,3,1.8543,"For Profile 914 in the 46-55 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 19-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
915,3,1,1.5469,"This Very Low risk portfolio is recommended due to Profile 915's 46-55 age, 25001-50000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
915,48,2,1.5346,"This Very Low risk portfolio is recommended due to Profile 915's 46-55 age, 25001-50000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
915,10,3,1.4696,"This Very Low risk portfolio is recommended due to Profile 915's 46-55 age, 25001-50000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
916,15,1,1.8381,"For Profile 916 in the 56-65 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 10-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
916,30,2,1.8129,"For Profile 916 in the 56-65 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 10-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
916,43,3,1.8117,"For Profile 916 in the 56-65 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 10-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
917,3,1,1.5381,"This Very Low risk portfolio is recommended due to Profile 917's 46-55 age, 25001-50000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
917,48,2,1.5258,"This Very Low risk portfolio is recommended due to Profile 917's 46-55 age, 25001-50000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
917,10,3,1.4608,"This Very Low risk portfolio is recommended due to Profile 917's 46-55 age, 25001-50000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
918,4,1,2.0781,"Given Profile 918's 56-65 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 9-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
918,29,2,2.0464,"Given Profile 918's 56-65 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 9-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
918,39,3,2.0464,"Given Profile 918's 56-65 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 9-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
919,15,1,1.8884,"For Profile 919 in the 46-55 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 10-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
919,30,2,1.8632,"For Profile 919 in the 46-55 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 10-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
919,43,3,1.8621,"For Profile 919 in the 46-55 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 10-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
920,4,1,2.4386,"Given Profile 920's 36-45 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 21-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
920,29,2,2.407,"Given Profile 920's 36-45 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 21-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
920,39,3,2.4069,"Given Profile 920's 36-45 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 21-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
921,4,1,2.1228,"Given Profile 921's 36-45 age, 250001-1000000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 22-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
921,29,2,2.0983,"Given Profile 921's 36-45 age, 250001-1000000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 22-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
921,39,3,2.0978,"Given Profile 921's 36-45 age, 250001-1000000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 22-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
922,15,1,1.6934,"For Profile 922 in the 46-55 age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 16-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
922,30,2,1.6756,"For Profile 922 in the 46-55 age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 16-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
922,43,3,1.675,"For Profile 922 in the 46-55 age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 16-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
923,4,1,2.2308,"Given Profile 923's 46-55 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 18-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
923,29,2,2.1992,"Given Profile 923's 46-55 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 18-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
923,39,3,2.1991,"Given Profile 923's 46-55 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 18-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
924,3,1,1.514,"This Very Low risk portfolio is recommended due to Profile 924's 18-25 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
924,48,2,1.5017,"This Very Low risk portfolio is recommended due to Profile 924's 18-25 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
924,10,3,1.4367,"This Very Low risk portfolio is recommended due to Profile 924's 18-25 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
925,4,1,2.1022,"Given Profile 925's 56-65 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 5-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
925,29,2,2.0706,"Given Profile 925's 56-65 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 5-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
925,39,3,2.0705,"Given Profile 925's 56-65 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 5-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
926,15,1,1.7216,"For Profile 926 in the 18-25 age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 14-year timeframe. Their high risk tolerance and moderate liquidity needs are well-addressed."
926,30,2,1.7038,"For Profile 926 in the 18-25 age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 14-year timeframe. Their high risk tolerance and moderate liquidity needs are well-addressed."
926,43,3,1.7032,"For Profile 926 in the 18-25 age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 14-year timeframe. Their high risk tolerance and moderate liquidity needs are well-addressed."
927,4,1,2.1453,"Given Profile 927's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 33-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
927,29,2,2.1208,"Given Profile 927's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 33-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
927,39,3,2.1202,"Given Profile 927's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 33-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
928,4,1,2.1007,"Given Profile 928's 66+ age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 7-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
928,29,2,2.069,"Given Profile 928's 66+ age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 7-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
928,39,3,2.069,"Given Profile 928's 66+ age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 7-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
929,4,1,2.2267,"Given Profile 929's 66+ age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 12-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
929,29,2,2.195,"Given Profile 929's 66+ age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 12-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
929,39,3,2.195,"Given Profile 929's 66+ age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 12-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
930,3,1,1.7461,"This Very Low risk portfolio is recommended due to Profile 930's 56-65 age, 100001-250000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
930,48,2,1.7301,"This Very Low risk portfolio is recommended due to Profile 930's 56-65 age, 100001-250000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
930,15,3,1.6207,"For Profile 930 in the 56-65 age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 8-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
931,4,1,2.2567,"Given Profile 931's 66+ age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
931,29,2,2.225,"Given Profile 931's 66+ age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
931,39,3,2.225,"Given Profile 931's 66+ age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
932,4,1,2.3141,"Given Profile 932's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 17-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
932,29,2,2.2824,"Given Profile 932's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 17-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
932,39,3,2.2824,"Given Profile 932's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 17-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
933,4,1,2.4254,"Given Profile 933's 36-45 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 25-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
933,29,2,2.3938,"Given Profile 933's 36-45 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 25-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
933,39,3,2.3937,"Given Profile 933's 36-45 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 25-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
934,4,1,2.1669,"Given Profile 934's 26-35 age, 100001-250000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
934,29,2,2.1424,"Given Profile 934's 26-35 age, 100001-250000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
934,39,3,2.1418,"Given Profile 934's 26-35 age, 100001-250000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
935,15,1,1.6753,"For Profile 935 in the 36-45 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 17-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
935,30,2,1.6575,"For Profile 935 in the 36-45 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 17-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
935,43,3,1.657,"For Profile 935 in the 36-45 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 17-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
936,4,1,2.3157,"Given Profile 936's 18-25 age, 0-25000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 18-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
936,29,2,2.284,"Given Profile 936's 18-25 age, 0-25000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 18-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
936,39,3,2.284,"Given Profile 936's 18-25 age, 0-25000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 18-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
937,15,1,1.7233,"For Profile 937 in the 46-55 age range with 250001-1000000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 11-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
937,30,2,1.7055,"For Profile 937 in the 46-55 age range with 250001-1000000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 11-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
937,43,3,1.7049,"For Profile 937 in the 46-55 age range with 250001-1000000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 11-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
938,3,1,1.7719,"This Very Low risk portfolio is recommended due to Profile 938's 66+ age, 0-25000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
938,48,2,1.7559,"This Very Low risk portfolio is recommended due to Profile 938's 66+ age, 0-25000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
938,10,3,1.632,"This Very Low risk portfolio is recommended due to Profile 938's 66+ age, 0-25000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
939,15,1,1.8351,"For Profile 939 in the 46-55 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 15-year timeframe. Their low risk tolerance and high liquidity needs are well-addressed."
939,30,2,1.8099,"For Profile 939 in the 46-55 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 15-year timeframe. Their low risk tolerance and high liquidity needs are well-addressed."
939,43,3,1.8087,"For Profile 939 in the 46-55 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 15-year timeframe. Their low risk tolerance and high liquidity needs are well-addressed."
940,15,1,1.8987,"For Profile 940 in the 46-55 age range with 250001-1000000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 14-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
940,30,2,1.8735,"For Profile 940 in the 46-55 age range with 250001-1000000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 14-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
940,43,3,1.8723,"For Profile 940 in the 46-55 age range with 250001-1000000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 14-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
941,4,1,2.1251,"Given Profile 941's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 44-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
941,29,2,2.1006,"Given Profile 941's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 44-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
941,39,3,2.1,"Given Profile 941's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 44-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
942,4,1,2.2775,"Given Profile 942's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
942,29,2,2.2458,"Given Profile 942's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
942,39,3,2.2458,"Given Profile 942's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
943,15,1,1.7006,"For Profile 943 in the 66+ age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 12-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
943,30,2,1.6828,"For Profile 943 in the 66+ age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 12-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
943,43,3,1.6822,"For Profile 943 in the 66+ age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 12-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
944,15,1,1.7231,"For Profile 944 in the 36-45 age range with 1000001-5000000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 17-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
944,30,2,1.7053,"For Profile 944 in the 36-45 age range with 1000001-5000000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 17-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
944,43,3,1.7047,"For Profile 944 in the 36-45 age range with 1000001-5000000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 17-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
945,4,1,2.115,"Given Profile 945's 46-55 age, 250001-1000000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 20-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
945,29,2,2.0905,"Given Profile 945's 46-55 age, 250001-1000000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 20-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
945,39,3,2.09,"Given Profile 945's 46-55 age, 250001-1000000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 20-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
946,4,1,2.1135,"Given Profile 946's 66+ age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 6-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
946,29,2,2.0818,"Given Profile 946's 66+ age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 6-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
946,39,3,2.0818,"Given Profile 946's 66+ age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 6-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
947,3,1,1.573,"This Very Low risk portfolio is recommended due to Profile 947's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 9-year investment horizon."
947,48,2,1.5607,"This Very Low risk portfolio is recommended due to Profile 947's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 9-year investment horizon."
947,10,3,1.4957,"This Very Low risk portfolio is recommended due to Profile 947's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 9-year investment horizon."
948,3,1,1.7767,"This Very Low risk portfolio is recommended due to Profile 948's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
948,48,2,1.7607,"This Very Low risk portfolio is recommended due to Profile 948's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
948,10,3,1.6368,"This Very Low risk portfolio is recommended due to Profile 948's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
949,3,1,1.7491,"This Very Low risk portfolio is recommended due to Profile 949's 66+ age, 0-25000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
949,48,2,1.7331,"This Very Low risk portfolio is recommended due to Profile 949's 66+ age, 0-25000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
949,15,3,1.6177,"For Profile 949 in the 66+ age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 5-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
950,3,1,1.7304,"This Very Low risk portfolio is recommended due to Profile 950's 56-65 age, 250001-1000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
950,48,2,1.7144,"This Very Low risk portfolio is recommended due to Profile 950's 56-65 age, 250001-1000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
950,15,3,1.6365,"For Profile 950 in the 56-65 age range with 250001-1000000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 8-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
951,4,1,2.2275,"Given Profile 951's 66+ age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
951,29,2,2.1958,"Given Profile 951's 66+ age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
951,39,3,2.1958,"Given Profile 951's 66+ age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
952,3,1,1.5816,"This Very Low risk portfolio is recommended due to Profile 952's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 9-year investment horizon."
952,48,2,1.5693,"This Very Low risk portfolio is recommended due to Profile 952's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 9-year investment horizon."
952,10,3,1.5043,"This Very Low risk portfolio is recommended due to Profile 952's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 9-year investment horizon."
953,3,1,1.8015,"This Very Low risk portfolio is recommended due to Profile 953's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
953,48,2,1.7855,"This Very Low risk portfolio is recommended due to Profile 953's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
953,10,3,1.6616,"This Very Low risk portfolio is recommended due to Profile 953's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
954,3,1,1.5068,"This Very Low risk portfolio is recommended due to Profile 954's 36-45 age, 100001-250000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
954,48,2,1.4945,"This Very Low risk portfolio is recommended due to Profile 954's 36-45 age, 100001-250000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
954,10,3,1.4295,"This Very Low risk portfolio is recommended due to Profile 954's 36-45 age, 100001-250000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
955,4,1,2.3032,"Given Profile 955's 36-45 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 13-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
955,29,2,2.2715,"Given Profile 955's 36-45 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 13-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
955,39,3,2.2714,"Given Profile 955's 36-45 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 13-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
956,4,1,2.2416,"Given Profile 956's 46-55 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
956,29,2,2.21,"Given Profile 956's 46-55 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
956,39,3,2.2099,"Given Profile 956's 46-55 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
957,4,1,2.4276,"Given Profile 957's 26-35 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 24-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
957,29,2,2.396,"Given Profile 957's 26-35 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 24-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
957,39,3,2.3959,"Given Profile 957's 26-35 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 24-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
